DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual
2021-02-10,15:00:00,2533,1147000000,19.26,336.41,
2021-02-02,08:30:00,2533,,,,
2021-05-07,15:00:00,2533,159000000,2.69,,7.0
2021-06-29,15:00:00,2533,,,,
2021-08-06,13:00:00,2533,558000000,9.4,,7.0
2021-11-05,15:00:00,2533,206000000,3.48,,7.0
2022-01-31,15:00:00,2533,,,,
2022-02-10,14:00:00,2533,299000000,5.03,336.73,
2022-05-10,15:00:00,2533,-144000000,-2.42,,7.0
2022-08-05,14:00:00,2533,-744000000,-12.53,,5.0
2022-11-04,15:00:00,2533,-1351000000,-22.73,,5.0
2023-02-10,14:00:00,2533,-1257000000,-21.22,305.21,
2023-05-10,15:00:00,2533,797000000,13.7,,5.0
2023-07-28,15:00:00,2533,,,,
2023-08-04,14:00:00,2533,1718000000,29.52,,7.0
2023-07-28,15:00:00,2533,,,,7.0
2023-11-07,15:00:00,2533,2058000000,35.37,,8.0
2023-11-07,15:00:00,2533,,,,8.0
2024-01-31,15:00:00,2533,,,,
2024-02-09,14:00:00,2533,3393000000,58.3,367.3,
2024-05-10,15:00:00,2533,498000000,8.57,,8.0
2024-08-07,14:00:00,2533,1266000000,21.81,,8.0
2024-11-07,15:30:00,2533,1613000000,27.93,,10.0
2024-11-07,15:30:00,2533,,,,10.0
2025-01-31,15:00:00,2533,,,,
2025-02-12,15:00:00,2533,2729000000,47.39,414.62,
2025-05-09,15:30:00,2533,536000000,9.41,,10.0
2025-07-30,15:00:00,2533,,,,
2025-08-06,15:00:00,2533,1855000000,32.57,,10.0
2025-11-07,15:30:00,2533,2339000000,41.19,,10.0
